"Total Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"ZMB"	6762.66	6031.81	5228.01	4599.44	4130.47	3932.70	4086.71	4599.67	5315.23	6119.87	7124.00	8532.37	10428.43	12834.98	15458.86	18851.69	23015.22	28054.26	34529.09
"ZWE"	8369.07	5252.66	3597.00	2548.83	1913.76	1564.45	1423.21	1420.52	1463.81	1506.11	1568.76	1682.72	1842.46	2032.72	2197.78	2413.98	2663.60	2944.83	3297.93

"Total Vector Borne Deaths due to Climate Change(by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.00	-4.96	-7.64	-9.99	-11.82	-13.58	-15.60	-17.96	-20.81	-22.36	-23.01	-23.05	-24.26	-25.17	-25.18	-26.07	-26.57	-27.12	-28.42
"CAN"	0.00	-0.50	-0.78	-1.06	-1.23	-1.24	-1.24	-1.25	-1.30	-1.31	-1.22	-1.11	-1.04	-1.05	-1.07	-1.13	-1.23	-1.28	-1.31
"ARG"	0.00	0.20	0.30	0.32	0.30	0.28	0.28	0.29	0.31	0.34	0.37	0.41	0.46	0.54	0.59	0.67	0.77	0.91	1.09
"ARM"	0.00	2.61	2.92	2.46	2.27	2.18	2.32	2.79	3.64	4.23	4.26	4.02	4.41	5.25	5.75	6.20	6.30	6.63	7.42
"AUS"	0.00	0.37	0.54	0.65	0.69	0.69	0.69	0.69	0.75	0.79	0.76	0.74	0.76	0.82	0.89	0.99	1.08	1.13	1.20
"AUT"	0.00	0.20	0.35	0.47	0.55	0.58	0.60	0.64	0.69	0.72	0.71	0.70	0.71	0.75	0.78	0.82	0.84	0.85	0.86
"AZE"	0.00	0.28	0.33	0.29	0.27	0.26	0.29	0.36	0.48	0.59	0.62	0.61	0.69	0.86	0.99	1.11	1.18	1.28	1.47
"BDI"	0.00	82.81	108.50	88.25	55.57	34.33	23.65	18.24	15.74	14.83	15.02	16.82	20.85	26.76	34.74	45.62	61.07	82.71	114.94
"BEL"	0.00	1.13	1.95	2.60	2.98	3.13	3.24	3.43	3.72	3.88	3.78	3.74	3.82	4.06	4.23	4.44	4.61	4.70	4.80
"BEN"	0.00	68.89	82.56	62.56	37.04	21.41	13.73	9.88	8.06	7.26	7.07	7.60	9.03	11.13	13.92	17.66	22.89	30.05	40.58
"BFA"	0.00	163.21	172.07	119.09	66.37	37.00	23.31	16.73	13.70	12.46	12.30	13.44	16.27	20.43	26.02	33.62	44.34	59.19	81.17
"BGD"	0.00	18.10	21.65	18.33	13.11	9.15	7.07	6.16	5.92	6.09	6.51	7.41	8.71	10.06	11.82	14.02	16.66	19.28	23.59
"BGR"	0.00	7.76	9.56	9.79	8.90	8.48	9.02	10.47	12.36	14.31	14.38	15.60	18.27	23.17	27.26	31.73	37.70	44.62	54.88
"BHR"	0.00	0.13	0.19	0.20	0.19	0.19	0.20	0.23	0.27	0.29	0.28	0.29	0.31	0.33	0.32	0.33	0.33	0.33	0.36
"BHS"	0.00	0.06	0.09	0.09	0.08	0.07	0.07	0.07	0.08	0.09	0.09	0.10	0.12	0.14	0.16	0.18	0.21	0.26	0.32
"BIH"	0.00	4.74	6.93	7.75	7.71	7.48	7.79	8.78	10.28	11.47	12.35	14.28	17.03	20.68	24.61	28.97	34.98	41.58	53.06
"BLR"	0.00	8.11	9.46	7.81	5.84	4.64	4.55	5.14	6.02	6.36	6.21	6.44	7.56	9.90	11.97	13.88	15.46	17.41	21.30
"BLZ"	0.00	0.16	0.20	0.13	0.08	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.05	0.05	0.06	0.08	0.10	0.12
"BOL"	0.00	0.27	0.47	0.58	0.61	0.62	0.67	0.74	0.85	0.98	1.13	1.29	1.53	1.86	2.14	2.51	2.99	3.65	4.56
"BRA"	0.00	2.57	3.53	4.01	4.02	3.73	3.65	3.81	4.16	4.50	4.85	5.63	6.50	7.16	8.05	9.09	10.73	12.76	15.23
"BRB"	0.00	0.11	0.12	0.10	0.08	0.07	0.06	0.06	0.06	0.06	0.07	0.07	0.08	0.10	0.11	0.13	0.15	0.18	0.22
"BRN"	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07
"BTN"	0.00	0.04	0.06	0.06	0.05	0.05	0.05	0.06	0.07	0.08	0.09	0.10	0.12	0.15	0.17	0.19	0.23	0.27	0.33
"BWA"	0.00	0.63	0.64	0.73	0.75	0.74	0.62	0.45	0.32	0.24	0.19	0.16	0.15	0.15	0.16	0.18	0.21	0.25	0.30
"CHE"	0.00	0.27	0.47	0.67	0.79	0.88	0.97	1.06	1.11	1.15	1.18	1.18	1.18	1.23	1.27	1.36	1.43	1.50	1.52
"CHL"	0.00	0.13	0.16	0.16	0.14	0.13	0.12	0.12	0.13	0.13	0.14	0.15	0.17	0.20	0.22	0.25	0.29	0.34	0.42
"CHN"	0.00	-26.04	-22.27	-18.27	-16.72	-18.37	-23.51	-30.72	-43.16	-61.60	-78.46	-99.18	-124.53	-161.49	-187.00	-228.79	-269.12	-320.01	-402.04
"CIV"	0.00	160.44	210.47	174.66	112.92	70.84	48.80	37.32	31.95	29.96	30.21	33.53	41.13	52.23	67.23	87.73	116.83	157.35	217.66
"CMR"	0.00	110.80	125.34	90.86	52.17	29.63	18.88	13.64	11.22	10.24	10.13	11.09	13.45	16.94	21.66	28.12	37.31	50.16	69.33
"COL"	0.00	1.75	2.60	2.83	2.67	2.48	2.45	2.54	2.75	2.99	3.26	3.57	4.03	4.70	5.19	5.83	6.71	7.89	9.53
"COM"	0.00	2.05	2.51	1.96	1.21	0.73	0.48	0.36	0.30	0.27	0.27	0.29	0.35	0.44	0.56	0.71	0.94	1.25	1.70
"CRI"	0.00	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.06	0.07	0.08	0.09	0.10	0.12
"CYP"	0.00	0.19	0.30	0.38	0.43	0.48	0.56	0.68	0.79	0.84	0.84	0.77	0.77	0.82	0.87	0.91	0.92	0.90	0.87
"CZE"	0.00	12.25	18.56	22.56	24.36	26.06	30.38	37.49	44.46	49.09	50.03	47.37	49.01	53.92	59.59	65.78	69.09	69.50	69.41
"DEU"	0.00	4.08	6.59	8.27	8.92	8.84	8.69	8.72	8.96	8.85	8.20	7.76	7.59	7.76	7.78	7.88	7.92	7.85	7.83
"DJI"	0.00	0.95	1.06	0.75	0.42	0.23	0.14	0.10	0.08	0.07	0.06	0.06	0.07	0.08	0.10	0.12	0.14	0.18	0.24
"DNK"	0.00	1.39	2.43	3.31	3.86	4.11	4.31	4.61	5.07	5.35	5.30	5.32	5.48	5.86	6.12	6.43	6.66	6.77	6.91
"DOM"	0.00	1.72	2.56	2.79	2.64	2.46	2.42	2.51	2.71	2.92	3.16	3.43	3.85	4.45	4.87	5.43	6.18	7.21	8.64
"ECU"	0.00	0.43	0.68	0.78	0.77	0.75	0.76	0.82	0.91	1.01	1.13	1.26	1.44	1.71	1.92	2.19	2.54	3.02	3.68
"EGY"	0.00	-2.07	-2.31	-2.07	-1.68	-1.40	-1.34	-1.41	-1.61	-1.81	-2.00	-2.24	-2.74	-3.48	-4.26	-4.99	-5.84	-6.67	-8.09
"ESP"	0.00	2.78	4.76	6.28	7.09	7.37	7.59	7.96	8.47	8.57	8.04	7.64	7.49	7.69	7.78	7.98	8.12	8.14	8.17
"EST"	0.00	1.76	2.62	3.15	3.37	3.57	4.11	5.00	5.82	6.32	6.37	5.98	6.13	6.70	7.35	8.07	8.45	8.49	8.49
"ETH"	0.00	184.62	212.81	156.28	90.16	51.03	32.13	22.73	18.15	15.98	15.18	15.89	18.37	21.96	26.59	32.64	40.93	52.01	68.05
"FIN"	0.00	0.92	1.55	2.04	2.29	2.35	2.39	2.49	2.67	2.76	2.68	2.64	2.67	2.82	2.90	3.01	3.08	3.10	3.13
"FJI"	0.00	0.73	0.87	0.72	0.51	0.35	0.26	0.22	0.21	0.21	0.23	0.26	0.31	0.37	0.45	0.55	0.69	0.83	1.06
"FRA"	0.00	4.31	7.55	10.21	11.84	12.57	13.15	14.01	15.27	15.99	15.65	15.55	15.89	16.90	17.58	18.39	19.00	19.30	19.65
"GAB"	0.00	6.75	8.42	10.99	12.36	13.19	11.58	8.87	6.55	5.04	4.08	3.56	3.44	3.61	3.92	4.57	5.39	6.50	8.17
"GBR"	0.00	7.29	12.78	17.34	20.09	21.27	22.24	23.75	25.97	27.24	26.65	26.40	26.87	28.45	29.44	30.68	31.59	31.97	32.39
"GEO"	0.00	0.08	0.09	0.08	0.08	0.08	0.09	0.11	0.16	0.19	0.20	0.20	0.24	0.30	0.35	0.40	0.43	0.47	0.55
"GHA"	0.00	94.81	102.31	70.63	38.58	20.88	12.73	8.83	6.99	6.16	5.90	6.27	7.41	9.13	11.45	14.61	19.08	25.33	34.66
"GIN"	0.00	73.25	85.48	81.23	73.64	70.37	75.46	90.09	110.00	131.25	157.16	195.07	247.86	315.99	386.23	480.44	597.23	739.57	931.24
"GMB"	0.00	9.67	10.92	7.94	4.57	2.60	1.66	1.21	1.00	0.91	0.90	0.99	1.20	1.51	1.93	2.49	3.29	4.40	6.03
"GNB"	0.00	20.06	28.52	25.99	18.62	12.95	9.75	7.94	7.08	6.78	6.88	7.61	9.22	11.49	14.46	18.41	23.87	31.30	42.14
"GNQ"	0.00	2.14	2.02	2.22	2.25	2.25	1.88	1.40	1.01	0.76	0.61	0.53	0.51	0.53	0.57	0.66	0.78	0.93	1.17
"GRC"	0.00	0.70	1.18	1.54	1.74	1.80	1.85	1.94	2.06	2.10	1.99	1.92	1.91	1.98	2.03	2.10	2.15	2.17	2.19
"GTM"	0.00	0.68	1.00	0.79	0.54	0.36	0.27	0.23	0.23	0.24	0.27	0.31	0.39	0.49	0.58	0.70	0.85	1.06	1.36
"HND"	0.00	0.22	0.34	0.28	0.20	0.13	0.10	0.08	0.08	0.08	0.09	0.11	0.13	0.16	0.19	0.22	0.27	0.33	0.43
"HRV"	0.00	4.92	6.64	6.95	6.55	6.13	6.22	6.88	7.89	8.63	9.12	10.42	12.34	14.93	17.76	20.93	25.25	29.83	37.60
"HUN"	0.00	11.72	18.00	22.25	24.44	26.48	30.99	38.11	44.90	49.27	49.91	46.94	48.16	52.45	57.33	62.60	65.04	64.72	64.04
"IDN"	0.00	70.06	76.66	58.90	45.44	35.96	34.95	40.27	47.84	57.05	68.11	85.03	112.22	143.41	178.93	218.26	262.36	315.45	388.04
"IND"	0.00	142.87	135.83	99.10	68.38	49.36	42.62	43.24	49.00	57.12	68.09	85.50	110.66	150.83	193.47	248.67	324.71	420.09	559.57
"IRL"	0.00	0.54	1.01	1.43	1.71	1.86	2.00	2.19	2.43	2.58	2.53	2.51	2.55	2.71	2.82	2.96	3.07	3.13	3.18
"IRN"	0.00	0.23	0.27	0.28	0.23	0.18	0.18	0.17	0.18	0.18	0.18	0.17	0.18	0.20	0.22	0.24	0.26	0.29	0.36
"IRQ"	0.00	0.41	0.49	0.53	0.45	0.37	0.37	0.38	0.42	0.45	0.46	0.47	0.53	0.62	0.70	0.80	0.89	1.03	1.28
"ISL"	0.00	0.01	0.03	0.04	0.04	0.05	0.05	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.07	0.07	0.07
"ISR"	0.00	0.27	0.46	0.54	0.55	0.62	0.72	0.89	1.11	1.28	1.35	1.50	1.75	2.05	2.24	2.45	2.64	2.84	3.22
"ITA"	0.00	4.60	7.78	10.17	11.43	11.80	12.06	12.57	13.39	13.65	12.98	12.53	12.48	13.04	13.40	13.93	14.32	14.48	14.67
"JAM"	0.00	0.50	0.72	0.76	0.70	0.63	0.60	0.60	0.62	0.65	0.68	0.72	0.79	0.91	0.98	1.08	1.23	1.44	1.76
"JOR"	0.00	0.47	0.56	0.64	0.55	0.47	0.47	0.48	0.52	0.54	0.53	0.53	0.57	0.64	0.69	0.76	0.82	0.91	1.09
"JPN"	0.00	-3.01	-5.46	-6.94	-7.75	-8.50	-9.56	-10.08	-10.83	-11.09	-11.39	-11.97	-12.86	-14.05	-15.40	-16.54	-17.57	-18.79	-20.21
"KAZ"	0.00	15.05	17.88	15.61	14.86	14.82	16.50	20.96	29.01	35.82	38.24	38.28	44.68	56.80	66.33	75.87	80.78	87.95	101.00
"KEN"	0.00	99.21	109.32	77.33	43.54	24.36	15.35	11.00	9.00	8.17	8.06	8.81	10.68	13.45	17.21	22.36	29.67	39.90	55.14
"KGZ"	0.00	0.11	0.15	0.14	0.15	0.15	0.18	0.24	0.34	0.43	0.47	0.47	0.56	0.72	0.84	0.97	1.04	1.14	1.32
"KHM"	0.00	9.86	9.75	8.93	7.24	6.17	5.96	6.35	7.68	9.41	11.54	12.76	15.94	21.04	26.85	33.55	40.73	48.44	61.57
"KOR"	0.00	-0.71	-0.98	-1.12	-1.27	-1.46	-1.74	-2.05	-2.46	-2.77	-3.38	-3.81	-4.01	-4.65	-5.10	-5.61	-6.33	-7.23	-7.98
"KWT"	0.00	0.69	1.24	1.53	1.62	1.84	2.16	2.69	3.36	3.84	4.00	4.35	4.93	5.61	5.96	6.36	6.67	7.00	7.72
"LAO"	0.00	21.26	22.36	21.67	18.39	16.15	15.86	17.03	20.66	25.31	30.91	33.95	42.05	54.88	69.03	85.18	101.90	119.35	149.22
"LBN"	0.00	0.38	0.38	0.41	0.33	0.26	0.25	0.23	0.24	0.24	0.22	0.21	0.22	0.23	0.23	0.24	0.25	0.27	0.31
"LBR"	0.00	33.93	41.17	31.41	18.66	10.80	6.95	5.05	4.18	3.85	3.86	4.28	5.28	6.77	8.82	11.67	15.78	21.62	30.48
"LKA"	0.00	1.89	2.16	1.96	1.66	1.48	1.47	1.61	1.81	1.98	2.18	2.51	2.99	3.59	4.18	4.99	5.98	7.18	8.82
"LSO"	0.00	8.27	7.71	4.78	2.42	1.25	0.74	0.50	0.39	0.33	0.30	0.31	0.35	0.40	0.48	0.58	0.71	0.89	1.16
"LTU"	0.00	3.78	4.97	5.43	5.25	5.28	5.88	7.12	8.76	10.55	10.99	12.26	14.61	18.71	22.11	25.77	30.53	35.84	43.48
"LUX"	0.00	0.02	0.04	0.05	0.06	0.06	0.07	0.07	0.07	0.08	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08
"LVA"	0.00	2.81	3.86	4.38	4.39	4.56	5.26	6.57	8.33	10.30	11.00	12.59	15.42	20.30	24.64	29.39	35.51	42.40	52.25
"MAR"	0.00	2.16	2.13	1.75	1.32	1.04	0.94	0.95	1.04	1.13	1.21	1.33	1.59	1.98	2.39	2.78	3.25	3.70	4.48
"MDA"	0.00	3.80	5.25	4.95	4.10	3.51	3.62	4.20	4.92	5.26	5.14	5.29	6.13	7.85	9.23	10.44	11.40	12.64	15.25
"MDG"	0.00	72.90	91.76	72.78	44.78	26.70	17.62	13.07	11.00	10.24	10.31	11.47	14.14	18.11	23.56	31.11	41.97	57.36	80.61
"MDV"	0.00	0.29	0.33	0.30	0.26	0.23	0.24	0.27	0.31	0.35	0.39	0.45	0.54	0.65	0.75	0.87	1.03	1.22	1.48
"MEX"	0.00	0.36	0.56	0.62	0.58	0.52	0.51	0.51	0.50	0.52	0.56	0.58	0.64	0.70	0.74	0.81	0.91	1.02	1.22
"MKD"	0.00	2.51	3.56	3.87	3.75	3.56	3.66	4.07	4.69	5.14	5.40	6.10	7.12	8.48	9.91	11.49	13.69	16.04	20.12
"MLI"	0.00	135.10	141.79	99.10	55.98	31.71	20.44	15.12	12.84	12.18	12.56	14.35	18.23	24.07	32.26	43.82	60.67	84.96	122.09
"MLT"	0.00	0.08	0.14	0.18	0.21	0.24	0.30	0.37	0.45	0.50	0.51	0.49	0.51	0.56	0.60	0.65	0.66	0.65	0.64
"MNE"	0.00	0.63	0.79	0.78	0.70	0.63	0.62	0.67	0.75	0.80	0.84	0.94	1.09	1.30	1.52	1.76	2.09	2.43	3.02
"MNG"	0.00	2.08	1.86	1.56	1.18	0.95	0.88	0.91	1.07	1.28	1.52	1.65	2.04	2.68	3.43	4.33	5.30	6.36	8.14
"MOZ"	0.00	184.16	186.50	126.40	70.02	39.07	24.67	17.76	14.62	13.39	13.28	14.53	17.60	22.07	28.08	36.23	47.69	63.50	86.80
"MRT"	0.00	6.30	6.79	4.73	2.63	1.45	0.91	0.64	0.52	0.46	0.45	0.48	0.58	0.72	0.91	1.16	1.52	2.03	2.77
"MUS"	0.00	4.89	5.51	6.55	6.67	6.41	5.06	3.51	2.36	1.68	1.27	1.04	0.94	0.93	0.95	1.05	1.18	1.38	1.69
"MWI"	0.00	58.01	61.31	42.60	23.85	13.34	8.46	6.14	5.11	4.74	4.77	5.33	6.62	8.54	11.21	14.94	20.35	28.07	39.80
"MYS"	0.00	3.46	4.68	4.86	4.59	4.42	4.69	5.47	6.50	7.54	8.77	10.54	12.94	15.97	18.96	23.05	28.19	34.51	43.11
"NAM"	0.00	1.79	2.06	2.53	2.70	2.73	2.28	1.66	1.18	0.88	0.69	0.58	0.54	0.55	0.58	0.65	0.74	0.87	1.06
"NER"	0.00	132.82	174.82	146.77	96.37	61.59	43.52	34.46	30.79	30.26	32.01	37.20	47.66	63.06	84.32	113.96	156.61	217.06	307.77
"NGA"	0.00	1542.89	1893.57	1471.27	896.11	534.96	355.93	267.21	227.53	214.55	219.21	247.70	310.30	403.61	532.65	712.45	971.82	1340.80	1898.30
"NLD"	0.00	3.52	5.99	7.92	8.96	9.25	9.39	9.70	10.25	10.44	9.99	9.74	9.82	10.32	10.60	10.98	11.24	11.34	11.49
"NOR"	0.00	0.38	0.59	0.76	0.82	0.85	0.90	0.93	0.94	0.94	0.93	0.91	0.90	0.92	0.94	1.00	1.04	1.09	1.11
"NPL"	0.00	1.83	2.07	1.68	1.17	0.80	0.61	0.53	0.51	0.52	0.55	0.63	0.74	0.84	0.98	1.15	1.35	1.54	1.86
"NZL"	0.00	0.11	0.17	0.21	0.22	0.22	0.22	0.22	0.24	0.25	0.23	0.23	0.23	0.25	0.27	0.30	0.32	0.34	0.36
"OMN"	0.00	0.63	0.76	0.75	0.67	0.63	0.66	0.78	0.96	1.16	1.21	1.33	1.53	1.86	2.06	2.27	2.63	3.14	3.95
"PAK"	0.00	19.40	29.54	26.31	18.48	11.74	8.10	6.31	5.62	5.33	5.41	5.64	6.11	7.20	8.50	10.05	12.00	14.04	17.03
"PAN"	0.00	0.15	0.20	0.20	0.18	0.16	0.16	0.16	0.17	0.19	0.21	0.24	0.27	0.33	0.37	0.42	0.50	0.60	0.74
"PER"	0.00	0.23	0.34	0.36	0.34	0.31	0.31	0.32	0.34	0.37	0.41	0.44	0.50	0.58	0.64	0.72	0.82	0.96	1.16
"PHL"	0.00	16.53	21.15	19.08	14.46	10.60	8.55	7.78	7.80	8.38	9.35	11.12	13.65	16.49	20.25	25.08	31.08	37.38	47.31
"POL"	0.00	38.22	51.41	56.65	56.33	55.70	60.03	68.74	76.23	79.58	77.21	69.63	68.40	71.40	75.32	80.17	82.03	80.90	79.59
"PRT"	0.00	0.82	1.39	1.82	2.05	2.12	2.15	2.22	2.33	2.34	2.19	2.07	2.02	2.05	2.04	2.06	2.07	2.04	2.03
"PRY"	0.00	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.04	0.05	0.05	0.06	0.07	0.09
"QAT"	0.00	0.37	0.51	0.49	0.44	0.44	0.46	0.53	0.61	0.65	0.62	0.61	0.63	0.64	0.62	0.62	0.62	0.65	0.71
"ROU"	0.00	24.61	31.77	33.90	32.02	31.50	34.38	40.63	48.55	56.57	56.93	61.46	71.19	88.81	102.39	116.67	135.65	157.04	188.70
"RUS"	0.00	149.70	204.38	207.90	183.12	179.40	215.99	287.05	389.89	452.32	431.21	444.39	538.46	703.89	834.18	916.57	950.22	999.68	1207.00
"RWA"	0.00	38.64	41.55	28.92	16.02	8.80	5.46	3.84	3.08	2.74	2.64	2.81	3.31	4.05	5.03	6.34	8.17	10.66	14.32
"SAU"	0.00	1.50	2.16	2.19	1.99	2.00	2.15	2.49	2.95	3.21	3.18	3.31	3.60	3.95	4.06	4.21	4.31	4.44	4.83
"SDN"	0.00	44.13	49.68	46.20	41.30	39.11	41.59	49.34	60.00	71.46	85.63	106.48	135.73	173.83	213.63	267.55	335.27	418.96	532.59
"SEN"	0.00	48.67	56.94	42.39	24.89	14.42	9.34	6.82	5.63	5.13	5.05	5.49	6.62	8.27	10.49	13.48	17.69	23.51	32.13
"SGP"	0.00	0.36	0.49	0.49	0.44	0.42	0.43	0.49	0.56	0.63	0.72	0.84	1.01	1.21	1.41	1.66	1.97	2.32	2.78
"SLE"	0.00	23.64	19.53	11.27	5.47	2.74	1.58	1.06	0.81	0.70	0.66	0.70	0.82	0.99	1.23	1.55	2.00	2.62	3.55
"SLV"	0.00	0.07	0.13	0.16	0.17	0.17	0.18	0.20	0.23	0.26	0.28	0.31	0.36	0.41	0.46	0.51	0.58	0.68	0.83
"SRB"	0.00	11.80	16.96	18.70	18.33	17.56	18.03	19.91	22.58	24.21	24.88	27.40	31.08	35.94	40.88	46.25	53.96	62.19	77.22
"STP"	0.00	0.52	0.60	0.44	0.25	0.14	0.09	0.06	0.05	0.05	0.04	0.05	0.06	0.07	0.09	0.12	0.16	0.21	0.29
"SUR"	0.00	0.09	0.11	0.11	0.10	0.08	0.08	0.08	0.08	0.09	0.09	0.10	0.12	0.14	0.15	0.18	0.21	0.25	0.30
"SVK"	0.00	6.04	8.91	10.57	11.12	11.53	12.94	15.33	17.49	18.64	18.38	16.81	16.75	17.78	19.06	20.56	21.25	21.11	20.86
"SVN"	0.00	2.33	3.46	4.12	4.37	4.61	5.28	6.36	7.36	7.94	7.94	7.43	7.60	8.27	9.04	9.87	10.28	10.26	10.18
"SWE"	0.00	1.34	2.33	3.14	3.63	3.84	4.02	4.34	4.82	5.15	5.14	5.18	5.36	5.77	6.08	6.44	6.73	6.90	7.10
"SWZ"	0.00	1.62	2.38	2.63	2.63	2.68	3.01	3.69	4.58	5.49	6.58	8.15	10.29	13.03	15.80	19.53	24.18	29.88	37.62
"SYR"	0.00	1.30	1.97	2.34	2.07	1.79	1.81	1.84	2.02	2.14	2.14	2.14	2.34	2.65	2.90	3.20	3.46	3.90	4.73
"TGO"	0.00	41.03	57.63	62.18	61.69	63.14	71.25	88.20	110.26	133.64	162.12	203.71	261.85	337.33	416.00	521.81	653.10	813.40	1028.59
"THA"	0.00	4.26	5.44	5.34	4.80	4.42	4.46	4.93	5.50	5.97	6.51	7.39	8.65	10.25	11.77	13.88	16.53	19.81	24.38
"TJK"	0.00	0.34	0.58	0.70	0.88	1.11	1.50	2.25	3.56	4.90	5.74	6.23	7.81	10.54	12.92	15.39	16.97	19.07	22.52
"TKM"	0.00	5.99	8.78	9.23	10.26	11.44	13.71	18.26	26.05	32.75	35.22	35.15	40.57	50.69	58.03	65.18	68.27	73.29	83.19
"TTO"	0.00	0.18	0.22	0.21	0.17	0.14	0.13	0.12	0.12	0.12	0.13	0.14	0.15	0.17	0.18	0.21	0.24	0.29	0.36
"TUN"	0.00	0.82	0.84	0.70	0.54	0.42	0.38	0.39	0.42	0.45	0.48	0.51	0.59	0.72	0.85	0.97	1.11	1.24	1.49
"TUR"	0.00	0.22	0.33	0.37	0.37	0.38	0.39	0.43	0.50	0.57	0.63	0.71	0.83	0.98	1.10	1.24	1.35	1.49	1.83
"TZA"	0.00	202.25	280.63	302.91	304.36	317.82	367.83	469.50	609.29	769.47	973.58	1274.76	1706.71	2290.76	2945.35	3846.48	5010.28	6486.43	8517.80
"UGA"	0.00	160.62	225.95	246.75	248.93	259.00	297.08	374.57	478.10	592.29	733.55	938.30	1225.25	1601.06	2000.81	2540.09	3215.80	4046.35	5165.33
"UKR"	0.00	54.97	83.71	86.05	77.83	72.80	81.83	102.62	129.92	144.91	147.54	157.96	190.73	255.21	313.88	369.74	417.27	475.25	587.47
"URY"	0.00	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.05	0.06	0.07	0.09	0.10
"UZB"	0.00	0.37	0.37	0.29	0.26	0.24	0.25	0.30	0.40	0.47	0.48	0.46	0.52	0.63	0.70	0.76	0.78	0.83	0.93
"VEN"	0.00	0.66	0.98	1.07	1.01	0.94	0.93	0.97	1.06	1.16	1.27	1.40	1.59	1.86	2.06	2.32	2.67	3.14	3.79
"VNM"	0.00	10.97	9.88	8.39	6.41	5.18	4.73	4.76	5.42	6.26	7.22	7.51	8.85	11.05	13.36	15.94	18.56	21.32	26.33
"YEM"	0.00	33.44	49.42	63.83	60.18	54.90	57.46	59.91	66.47	70.53	70.04	68.92	73.92	81.94	87.61	94.15	99.26	108.86	128.17
"ZAF"	0.00	2.54	2.89	2.69	2.41	2.16	2.14	2.29	2.62	2.99	3.33	3.99	5.02	6.20	7.49	9.12	10.91	12.97	15.66
"ZMB"	0.00	82.13	118.30	132.34	136.89	146.58	174.05	228.62	305.91	398.69	520.78	704.66	976.77	1359.36	1813.54	2459.39	3330.06	4485.77	6131.19
"ZWE"	0.00	15.81	15.69	12.78	10.30	9.01	9.03	10.22	11.90	13.56	15.54	18.49	22.56	27.68	32.61	39.25	47.37	57.15	70.23

"Malaria Deaths due to Climate Change(by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"CAN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"ARG"	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02
"ARM"	0.00	2.58	2.89	2.44	2.25	2.16	2.30	2.76	3.60	4.19	4.22	3.98	4.37	5.20	5.69	6.14	6.24	6.56	7.35
"AUS"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"AUT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"AZE"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"BDI"	0.00	82.39	107.95	87.81	55.29	34.16	23.53	18.14	15.66	14.75	14.95	16.73	20.75	26.62	34.57	45.39	60.76	82.29	114.37
"BEL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BEN"	0.00	68.32	81.89	62.05	36.74	21.24	13.61	9.80	7.99	7.20	7.01	7.54	8.96	11.04	13.81	17.52	22.70	29.81	40.25
"BFA"	0.00	162.73	171.57	118.74	66.18	36.89	23.25	16.68	13.66	12.43	12.27	13.40	16.22	20.37	25.95	33.52	44.22	59.02	80.94
"BGD"	0.00	14.53	17.39	14.72	10.53	7.35	5.68	4.95	4.75	4.89	5.23	5.95	6.99	8.08	9.49	11.25	13.38	15.48	18.94
