"Total Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"SWE"	482.61	354.84	149.34	-130.44	-530.32	-1068.92	-1697.48	-2390.23	-3200.07	-4185.81	-5327.13	-6323.76	-7389.08	-8532.95	-9670.79	-10777.36	-11817.23	-12738.67	-13534.92
"SWZ"	989.89	891.51	750.12	628.53	531.07	473.71	460.35	483.23	517.60	549.17	587.11	644.60	720.56	808.83	887.82	987.88	1103.46	1234.82	1400.30
"SYR"	172.87	29.07	-173.43	-445.03	-822.66	-1299.82	-1908.27	-2797.78	-4036.52	-5490.98	-7005.95	-8755.25	-10494.57	-12024.50	-13403.21	-14717.74	-16057.12	-17241.84	-18226.37
"TGO"	4121.57	3672.16	3099.33	2627.28	2262.73	2065.40	2055.97	2209.82	2427.50	2650.88	2927.40	3324.45	3836.93	4438.94	5004.06	5713.58	6530.05	7453.65	8601.60
"THA"	3292.72	2645.95	2036.35	1597.78	1293.89	1123.50	1071.75	1106.74	1179.70	1259.64	1351.16	1470.96	1606.00	1751.96	1882.22	2027.75	2172.30	2314.67	2476.31
"TJK"	1620.87	1488.98	1297.49	1006.32	786.20	592.54	496.68	538.34	617.36	413.49	94.32	-175.58	7.45	85.84	-472.90	-1094.08	-1724.59	-2084.76	-2306.23
"TKM"	488.83	373.37	240.37	69.57	-101.41	-270.74	-436.86	-603.11	-798.83	-1114.28	-1458.79	-1618.62	-1745.89	-1831.26	-1978.53	-2140.81	-2274.71	-2330.93	-2329.61
"TTO"	32.14	25.27	22.24	20.95	21.20	22.74	25.30	28.39	32.09	35.33	37.32	38.38	39.51	40.94	42.29	43.23	43.62	43.76	44.02
"TUN"	252.60	139.83	-5.90	-159.48	-342.47	-548.61	-761.19	-1023.63	-1335.89	-1638.67	-1873.79	-1966.62	-2003.50	-2075.92	-2176.07	-2263.25	-2312.88	-2303.92	-2257.67
"TUR"	1465.61	558.89	-566.06	-2027.23	-3924.82	-6325.30	-9359.24	-13001.71	-17036.07	-21001.17	-24697.35	-28264.52	-31393.40	-34072.90	-36329.44	-38096.02	-39388.59	-40313.73	-40987.21
"TZA"	16465.83	14566.57	12328.70	10564.36	9288.87	8723.65	8991.43	10049.13	11534.50	13194.49	15247.32	18036.50	21572.09	25754.02	29990.89	35246.64	41381.54	48423.97	57240.74
"UGA"	9717.73	8758.68	7546.68	6570.63	5836.66	5508.22	5689.59	6364.55	7285.45	8282.66	9457.05	10990.96	12865.48	14996.86	16983.89	19351.13	21985.07	24885.51	28485.35
"UKR"	1124.64	-353.62	-2040.77	-3817.57	-5725.13	-7163.70	-8591.51	-10114.41	-11912.64	-13885.08	-14289.95	-13311.04	-11786.20	-11602.74	-11892.97	-12299.42	-12395.18	-12008.51	-11471.06
"URY"	115.89	108.11	102.92	91.77	71.75	43.80	0.20	-59.19	-124.44	-203.31	-292.71	-381.58	-464.65	-540.08	-608.03	-667.08	-716.39	-755.84	-786.06
"UZB"	630.12	105.43	-422.53	-1114.33	-1991.59	-2906.62	-3956.59	-5201.95	-6754.85	-8925.69	-11184.69	-12521.74	-13117.42	-14084.28	-15163.75	-16165.92	-16832.27	-17067.17	-17091.55
"VEN"	1705.70	1708.02	1744.76	1720.64	1587.48	1353.12	999.06	424.64	-365.25	-1367.48	-2468.57	-3620.23	-4782.49	-5904.70	-6952.77	-7870.85	-8636.14	-9241.55	-9685.15
"VNM"	3838.36	2720.49	1762.05	1351.95	1113.30	1049.51	1119.01	1272.30	1490.75	1713.89	1933.76	2165.57	2448.24	2724.60	2964.55	3181.57	3377.74	3549.45	3747.88
"YEM"	13532.63	14123.59	12028.83	11076.99	8903.51	7201.62	6465.20	5669.19	4952.98	3878.32	2355.22	926.43	-84.83	-828.80	-1739.79	-2678.13	-3631.07	-4256.93	-4376.56
"ZAF"	19239.94	14475.36	10291.49	7668.55	5991.15	4917.03	4426.06	4304.05	4404.54	4571.81	4752.54	5195.54	5810.29	6400.09	6985.54	7644.42	8297.20	8980.09	9781.09
"ZMB"	6762.66	6106.84	5335.74	4724.26	4273.07	4111.64	4336.73	4970.41	5865.71	6909.93	8226.53	10036.49	12445.32	15490.37	18813.75	23070.19	28283.93	34599.64	42752.81
"ZWE"	8369.07	5263.02	3605.70	2560.60	1940.73	1622.04	1524.41	1569.88	1657.92	1746.48	1864.90	2050.79	2293.30	2559.97	2788.69	3046.56	3325.29	3627.61	3988.09

"Total Deaths due to Climate Change (percentage of population by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.00	0.01	0.02	0.02	0.02	0.01	0.00	-0.02	-0.04	-0.07	-0.11	-0.14	-0.18	-0.22	-0.25	-0.28	-0.31	-0.33	-0.35
"CAN"	0.00	0.02	0.05	0.08	0.13	0.19	0.26	0.35	0.45	0.56	0.68	0.79	0.91	1.01	1.11	1.19	1.25	1.30	1.34
"ARG"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02
"ARM"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.06	-0.06	-0.07	-0.07	-0.08	-0.08	-0.08	-0.07
"AUS"	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.09	-0.09
"AUT"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.10	-0.10
"AZE"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.05	-0.05	-0.06	-0.06	-0.06	-0.06
"BDI"	0.09	0.07	0.05	0.03	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01
"BEL"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.05	-0.06	-0.07	-0.07	-0.08	-0.09	-0.09	-0.10
"BEN"	0.03	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BFA"	0.15	0.11	0.07	0.04	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"BGD"	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BGR"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.03	-0.04	-0.06	-0.08	-0.10	-0.11	-0.13	-0.14	-0.16	-0.18	-0.19	-0.20	-0.21
"BHR"	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
"BHS"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01
"BIH"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.03	-0.04	-0.06	-0.08	-0.10	-0.12	-0.14	-0.16	-0.17	-0.19	-0.20	-0.21	-0.22
"BLR"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.04	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05
"BLZ"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01
"BOL"	0.03	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01
"BRA"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.03
"BRB"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01
"BRN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BTN"	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"BWA"	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CHE"	0.01	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10
"CHL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.03
"CHN"	0.00	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.00	-0.01	-0.02	-0.03	-0.05	-0.06	-0.07	-0.08	-0.09	-0.10	-0.11
"CIV"	0.11	0.09	0.06	0.04	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"CMR"	0.06	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"COL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02
"COM"	0.04	0.03	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"CRI"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"CYP"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.10	-0.10	-0.10
"CZE"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.06	-0.07	-0.09	-0.11	-0.12	-0.14	-0.16	-0.18	-0.19	-0.20	-0.21
"DEU"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.10	-0.10	-0.11
"DJI"	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"DNK"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09
"DOM"	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"ECU"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02
"EGY"	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
"ESP"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.09	-0.09	-0.10	-0.10	-0.10
"EST"	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.05	-0.05	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06
"ETH"	0.05	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FIN"	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10
"FJI"	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"FRA"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10
"GAB"	0.05	0.04	0.03	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"GBR"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08	-0.09	-0.09	-0.10
"GEO"	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.05	-0.05	-0.06	-0.06	-0.07	-0.07	-0.07	-0.07
"GHA"	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GIN"	0.05	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02
"GMB"	0.03	0.02	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GNB"	0.09	0.08	0.06	0.04	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"GNQ"	0.07	0.04	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"GRC"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10	-0.10
"GTM"	0.03	0.03	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"HND"	0.03	0.02	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"HRV"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.06	-0.08	-0.10	-0.12	-0.13	-0.15	-0.17	-0.18	-0.20	-0.21	-0.22
"HUN"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.05	-0.07	-0.09	-0.11	-0.13	-0.14	-0.16	-0.18	-0.19	-0.20	-0.21
"IDN"	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"IND"	0.05	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02
"IRL"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10
"IRN"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.03	-0.03	-0.04	-0.04	-0.04	-0.04	-0.04
"IRQ"	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02
"ISL"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.09	-0.09	-0.10	-0.10
"ISR"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04	-0.04	-0.04
"ITA"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.10	-0.10	-0.10
"JAM"	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01
"JOR"	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04	-0.04
"JPN"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08
"KAZ"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04	-0.04	-0.04
"KEN"	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"KGZ"	0.01	0.01	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.04	-0.04	-0.04
"KHM"	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"KOR"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08
"KWT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03
"LAO"	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02
"LBN"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.04	-0.04	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05
"LBR"	0.12	0.10	0.07	0.04	0.02	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"LKA"	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"LSO"	0.11	0.07	0.04	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"LTU"	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.06	-0.06	-0.06	-0.06
"LUX"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10
"LVA"	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.04	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05
"MAR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02
"MDA"	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.05	-0.05	-0.06	-0.05	-0.05	-0.06	-0.06	-0.06	-0.06	-0.06
"MDG"	0.06	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"MDV"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01
"MEX"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"MKD"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.12	-0.14	-0.16	-0.17	-0.19	-0.20	-0.21	-0.22
"MLI"	0.07	0.04	0.03	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"MLT"	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08	-0.09	-0.09	-0.10	-0.10	-0.11
"MNE"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.05	-0.07	-0.09	-0.11	-0.13	-0.15	-0.16	-0.18	-0.19	-0.20	-0.21
"MNG"	0.00	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.00	-0.01	-0.03	-0.05	-0.06	-0.08	-0.09	-0.10	-0.11	-0.12	-0.13
"MOZ"	0.06	0.04	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"MRT"	0.05	0.04	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"MUS"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"MWI"	0.08	0.06	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"MYS"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"NAM"	0.05	0.03	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"NER"	0.19	0.15	0.10	0.06	0.04	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"NGA"	0.06	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"NLD"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09	-0.10
"NOR"	0.01	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.08	-0.08	-0.09	-0.09
"NPL"	0.04	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"NZL"	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.09	-0.09
"OMN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.05	-0.05	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
"PAK"	0.04	0.04	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"PAN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"PER"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.03
"PHL"	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"POL"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.12	-0.13	-0.15	-0.17	-0.18	-0.20	-0.21	-0.22
"PRT"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.10	-0.10	-0.11	-0.11
"PRY"	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02
"QAT"	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.04	-0.04	-0.05	-0.05	-0.04	-0.04	-0.04	-0.04	-0.05	-0.05
"ROU"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.12	-0.13	-0.15	-0.17	-0.18	-0.19	-0.21	-0.21
"RUS"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04	-0.05	-0.05	-0.05
"RWA"	0.03	0.02	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SAU"	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04	-0.04	-0.04	-0.04	-0.04
"SDN"	0.05	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"SEN"	0.07	0.05	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"SGP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SLE"	0.05	0.03	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SLV"	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SRB"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.12	-0.14	-0.16	-0.18	-0.19	-0.20	-0.21	-0.22
"STP"	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SUR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02
"SVK"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.11	-0.13	-0.15	-0.16	-0.18	-0.19	-0.20	-0.21
"SVN"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.05	-0.06	-0.08	-0.10	-0.11	-0.13	-0.15	-0.17	-0.18	-0.20	-0.21	-0.22
