"GDP by Region (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"SLE"	1098.49	1584.81	2316.11	3479.25	5334.37	7873.15	10791.80	13782.80	16454.05	18607.91	20159.23	20810.79	20485.74	19737.21	18777.26	17655.20	16375.03	15038.37	13605.49
"SLV"	390.70	430.50	466.98	514.98	575.19	632.99	672.42	694.73	701.63	703.53	701.20	694.04	676.10	647.88	632.01	609.86	581.57	547.65	508.99
"SRB"	7185.65	7612.05	8644.83	9753.50	10999.55	12181.11	12890.14	13070.48	12956.62	12985.39	13102.67	12781.49	12250.65	11602.40	11021.96	10473.68	9829.57	9266.93	8496.41
"STP"	2626.16	3162.71	4119.05	5722.64	8309.83	11811.23	15792.19	19851.20	23450.95	26307.17	28302.48	29034.87	28415.48	27216.71	25735.38	24048.54	22168.95	20237.17	18200.74
"SUR"	6122.66	7825.51	9581.80	11640.51	14083.30	16561.53	18570.87	20006.23	20838.11	21304.49	21515.56	21477.44	21025.95	20186.89	19678.83	18954.07	18032.75	16943.42	15719.36
"SVK"	19692.88	21887.85	24886.90	27607.81	30595.61	33189.70	34309.87	34269.95	34329.69	34911.69	36224.98	38354.05	39062.37	38696.30	38089.57	37331.69	37118.89	37383.57	37626.94
"SVN"	22507.45	24967.64	28371.62	31464.50	34832.88	37704.09	38876.19	38757.22	38788.20	39428.18	40869.39	43178.42	43853.60	43340.69	42615.17	41775.68	41582.95	41938.38	42278.95
"SWE"	34106.79	36341.30	39363.44	42146.99	45781.75	50108.69	54078.86	57017.56	58798.40	60904.33	64181.75	66862.53	68549.93	68870.21	69442.82	69548.13	69734.13	70143.47	70295.49
"SWZ"	5181.41	5834.33	6803.60	7917.90	9147.44	10222.23	10840.72	10950.33	10886.10	10833.03	10680.28	10314.71	9810.00	9261.35	8832.83	8322.30	7803.98	7295.71	6751.21
"SYR"	4876.32	5399.17	6415.75	7346.37	8969.18	10727.32	11876.52	12882.27	13402.95	13951.37	14684.85	15336.16	15358.54	15065.09	14878.03	14585.57	14332.86	13819.69	12926.09
"TGO"	1094.80	1291.46	1563.47	1875.75	2219.93	2529.42	2726.20	2793.13	2812.24	2830.45	2818.75	2746.52	2633.34	2505.38	2407.87	2286.29	2161.40	2037.84	1902.48
"THA"	9728.58	11382.60	13687.53	16327.47	19240.29	21867.93	23540.95	24098.57	24231.23	24336.66	24167.53	23460.70	22381.31	21151.75	20157.54	18949.11	17707.85	16479.05	15162.30
"TJK"	2795.62	3105.23	3491.19	3998.69	4284.26	4468.53	4455.00	4214.65	3850.04	3659.06	3658.66	3734.42	3586.72	3329.66	3186.01	3065.38	3022.75	2948.23	2812.77
"TKM"	11217.70	12900.96	15006.40	17747.82	19593.48	21011.01	21499.10	20808.94	19361.35	18671.97	18905.78	19523.10	18953.37	17757.95	17114.87	16552.45	16381.54	16017.36	15301.63
"TTO"	24401.86	31007.75	37914.61	46156.68	55964.94	65846.17	73776.01	79437.87	82784.92	84944.82	86030.61	86021.18	84250.88	80814.14	78592.07	75400.57	71378.44	66699.45	61532.53
"TUN"	8732.77	10556.30	13999.58	17969.55	22800.70	27779.20	31517.68	33908.96	34900.99	35704.02	36410.78	36625.38	35380.82	33452.34	31881.44	30699.97	29401.82	28305.79	26534.05
"TUR"	14139.65	16583.80	19294.70	22173.59	25317.62	28281.22	30561.20	31840.30	32026.05	32287.33	32310.74	31920.50	30993.83	29755.86	28892.30	27963.90	27244.14	26373.57	24465.36
"TZA"	1288.09	1549.39	1902.22	2305.82	2747.01	3142.84	3393.36	3474.05	3485.60	3490.10	3455.55	3346.77	3188.34	3012.42	2873.70	2708.82	2541.97	2379.05	2204.76
"UGA"	1335.77	1608.32	1976.02	2397.52	2862.62	3286.33	3563.32	3665.72	3698.94	3726.58	3713.21	3619.84	3471.69	3303.08	3173.69	3012.40	2846.26	2681.86	2501.91
"UKR"	7643.83	8436.18	9351.33	10804.25	12526.32	13983.12	14323.97	13895.97	13280.24	13179.77	13425.43	13335.49	12606.03	11431.62	10679.32	10120.70	9726.55	9294.11	8593.96
"URY"	11809.38	14070.52	16386.56	19191.69	22592.52	26001.10	28669.35	30511.25	31520.67	32156.61	32465.77	32444.80	31824.79	30633.93	29959.53	28953.76	27645.17	26071.52	24280.86
"UZB"	5941.82	8147.43	10897.57	14413.53	17404.74	19964.34	21483.17	21587.65	20655.22	20343.32	20948.83	21944.01	21566.74	20413.02	19840.09	19329.19	19247.69	18918.04	18152.83
"VEN"	10294.98	12189.28	14159.33	16598.94	19587.80	22615.24	25019.33	26712.34	27679.26	28322.31	28682.91	28752.26	28296.52	27336.09	26836.69	26038.50	24964.38	23647.56	22130.33
"VNM"	3638.51	4727.46	6565.58	8357.87	10570.25	12750.37	14397.37	15422.55	15541.54	15403.04	15117.78	15295.15	14658.08	13666.94	12832.92	12064.98	11415.68	10837.00	9995.18
"YEM"	2969.80	3111.84	3679.22	4101.67	4908.08	5775.99	6318.60	6803.21	7050.71	7334.13	7731.06	8095.66	8135.18	8014.03	7953.16	7836.70	7742.19	7505.88	7060.72
"ZAF"	9814.91	12083.22	15327.71	18844.34	22489.85	26140.93	28829.09	30360.44	30854.75	31016.71	31208.07	30275.52	28650.84	27143.87	25772.92	24303.21	22983.16	21699.57	20309.39
"ZMB"	2138.09	2556.02	3115.54	3754.76	4456.73	5086.40	5479.31	5594.54	5596.75	5587.57	5516.61	5327.75	5059.99	4765.39	4531.28	4257.69	3982.48	3715.00	3431.80
"ZWE"	7799.97	11498.49	15931.32	21096.31	26741.53	31984.99	35659.12	37389.26	38259.69	38981.43	39205.28	38517.67	37186.36	35580.31	34349.66	32725.91	31006.16	29270.10	27340.86

"GDP of World (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"World"	7.012922E+13	8.651159E+13	1.086169E+14	1.327008E+14	1.592035E+14	1.844902E+14	2.035546E+14	2.172745E+14	2.249172E+14	2.315243E+14	2.386392E+14	2.420778E+14	2.397443E+14	2.336450E+14	2.292918E+14	2.227031E+14	2.157533E+14	2.082649E+14	1.981842E+14
"Emissions of World (Gt CO2)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"World"	28.45	34.01	40.96	47.20	52.46	55.38	55.08	52.80	48.86	44.93	41.53	37.83	33.63	29.37	25.90	22.58	19.66	17.09	14.63
"GDP per capita of the world (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"World"	2170209.90	2493395.01	2908207.64	3356497.33	3888966.56	4413843.38	4836860.57	5144245.90	5357671.15	5577620.44	5824175.09	5986601.51	5996296.29	5889383.35	5814505.70	5680456.30	5537864.93	5381061.28	5171350.51
