"GDP by Region (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"THA"	6.460000E+11	7.671958E+11	9.288084E+11	1.108633E+12	1.299760E+12	1.460200E+12	1.542399E+12	1.537836E+12	1.496045E+12	1.446011E+12	1.376428E+12	1.277721E+12	1.164446E+12	1.051509E+12	9.583457E+11	8.628199E+11	7.736100E+11	6.924492E+11	6.147063E+11
"TJK"	2.132312E+10	2.673721E+10	3.352206E+10	4.214066E+10	4.887070E+10	5.486313E+10	5.886749E+10	5.976417E+10	5.810740E+10	5.824503E+10	6.101223E+10	6.500699E+10	6.502425E+10	6.265729E+10	6.193660E+10	6.127453E+10	6.189147E+10	6.166764E+10	5.994791E+10
"TKM"	5.655961E+10	6.932314E+10	8.531647E+10	1.056228E+11	1.206934E+11	1.327412E+11	1.384055E+11	1.357327E+11	1.271965E+11	1.227786E+11	1.236806E+11	1.264321E+11	1.210921E+11	1.116920E+11	1.058499E+11	1.006204E+11	9.784342E+10	9.398274E+10	8.823543E+10
"TTO"	3.240799E+10	4.175805E+10	5.113680E+10	6.152681E+10	7.319241E+10	8.414350E+10	9.174563E+10	9.554525E+10	9.561601E+10	9.383064E+10	9.074638E+10	8.666883E+10	8.115989E+10	7.459445E+10	6.975628E+10	6.464656E+10	5.936173E+10	5.397539E+10	4.858208E+10
"TUN"	9.284537E+10	1.186027E+11	1.649505E+11	2.197891E+11	2.864049E+11	3.553630E+11	4.087509E+11	4.445099E+11	4.604132E+11	4.711395E+11	4.773061E+11	4.740873E+11	4.504548E+11	4.183426E+11	3.918490E+11	3.713576E+11	3.503353E+11	3.322293E+11	3.066351E+11
"TUR"	1.020000E+12	1.271820E+12	1.549546E+12	1.856215E+12	2.198211E+12	2.532379E+12	2.804845E+12	2.976198E+12	3.029863E+12	3.074163E+12	3.080226E+12	3.032509E+12	2.922373E+12	2.775836E+12	2.660670E+12	2.538325E+12	2.434931E+12	2.318937E+12	2.115397E+12
"TZA"	5.792953E+10	8.101893E+10	1.148664E+11	1.598605E+11	2.179875E+11	2.844471E+11	3.484494E+11	4.019138E+11	4.510960E+11	5.016120E+11	5.478497E+11	5.814565E+11	6.029785E+11	6.160869E+11	6.315747E+11	6.356723E+11	6.330399E+11	6.250294E+11	6.076843E+11
"UGA"	4.539895E+10	6.456012E+10	9.304655E+10	1.314610E+11	1.814550E+11	2.388858E+11	2.945405E+11	3.415485E+11	3.849780E+11	4.294701E+11	4.699115E+11	4.989557E+11	5.171649E+11	5.276921E+11	5.397494E+11	5.416273E+11	5.375068E+11	5.286633E+11	5.118790E+11
"UKR"	3.520000E+11	3.766426E+11	4.036431E+11	4.490289E+11	4.990722E+11	5.332423E+11	5.235948E+11	4.875225E+11	4.469821E+11	4.249659E+11	4.142888E+11	3.942718E+11	3.584438E+11	3.143165E+11	2.855574E+11	2.643623E+11	2.488399E+11	2.331655E+11	2.116590E+11
"URY"	3.982103E+10	4.826183E+10	5.705153E+10	6.786309E+10	8.091357E+10	9.400075E+10	1.042496E+11	1.112065E+11	1.147762E+11	1.166841E+11	1.171552E+11	1.161571E+11	1.128410E+11	1.074255E+11	1.037973E+11	9.902920E+10	9.330885E+10	8.686369E+10	7.992442E+10
"UZB"	1.650000E+11	2.420596E+11	3.432212E+11	4.755209E+11	5.943173E+11	6.991393E+11	7.666699E+11	7.801802E+11	7.504045E+11	7.375638E+11	7.530347E+11	7.781665E+11	7.520623E+11	6.983184E+11	6.647016E+11	6.336359E+11	6.174820E+11	5.943159E+11	5.589476E+11
"VEN"	2.990000E+11	3.814355E+11	4.731571E+11	5.873226E+11	7.281210E+11	8.768406E+11	1.005259E+12	1.105402E+12	1.172925E+12	1.222527E+12	1.255189E+12	1.269917E+12	1.255835E+12	1.214096E+12	1.188621E+12	1.146936E+12	1.090999E+12	1.023290E+12	9.465489E+11
"VNM"	3.240000E+11	4.414817E+11	6.372357E+11	8.342082E+11	1.076372E+12	1.317026E+12	1.499551E+12	1.608723E+12	1.611604E+12	1.577259E+12	1.520309E+12	1.503851E+12	1.403802E+12	1.270901E+12	1.156320E+12	1.052863E+12	9.660417E+11	8.913212E+11	8.008311E+11
"YEM"	6.760169E+10	7.946105E+10	1.045759E+11	1.282980E+11	1.668309E+11	2.108138E+11	2.449640E+11	2.774394E+11	2.996313E+11	3.217154E+11	3.466577E+11	3.676511E+11	3.711007E+11	3.647035E+11	3.591729E+11	3.497028E+11	3.400997E+11	3.235198E+11	2.978287E+11
"ZAF"	5.050000E+11	6.463474E+11	8.450364E+11	1.067829E+12	1.306559E+12	1.556099E+12	1.756779E+12	1.889840E+12	1.956348E+12	1.995891E+12	2.030918E+12	1.986286E+12	1.888937E+12	1.792359E+12	1.699481E+12	1.596462E+12	1.500819E+12	1.405697E+12	1.302539E+12
"ZMB"	2.825915E+10	3.966845E+10	5.686536E+10	8.030655E+10	1.112243E+11	1.474974E+11	1.838395E+11	2.160836E+11	2.474105E+11	2.808871E+11	3.134601E+11	3.402425E+11	3.612300E+11	3.782113E+11	3.975870E+11	4.107248E+11	4.201727E+11	4.265098E+11	4.265787E+11
"ZWE"	1.020000E+11	1.730075E+11	2.727065E+11	3.955215E+11	5.426492E+11	6.973162E+11	8.313261E+11	9.280008E+11	1.004453E+12	1.073928E+12	1.124809E+12	1.142879E+12	1.133961E+12	1.108649E+12	1.087976E+12	1.049151E+12	1.002703E+12	9.519687E+11	8.915283E+11

"Emissions by Country (Mt CO2)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	5434.00	5868.01	6507.91	6876.95	7173.61	7339.04	7324.42	7167.92	6894.06	6734.14	6614.01	6495.61	6200.19	5911.45	5663.90	5295.02	4943.31	4598.90	4208.72
"CAN"	545.20	614.79	689.05	721.60	759.74	818.64	864.12	891.84	896.42	897.96	915.52	930.48	926.19	888.79	846.22	780.50	708.06	650.95	597.14
"ARG"	169.40	197.64	223.84	253.47	286.15	313.17	325.66	324.22	310.76	291.76	268.90	243.28	214.35	183.98	159.37	135.54	113.20	92.87	74.84
"ARM"	10.01	12.05	14.34	17.03	18.47	19.06	18.45	16.69	14.31	12.58	11.49	10.65	9.22	7.66	6.51	5.54	4.83	4.17	3.51
"AUS"	434.68	515.10	601.42	675.79	750.99	830.80	895.77	950.20	964.74	970.42	994.03	997.53	971.40	921.45	863.50	792.02	724.95	667.88	608.38
"AUT"	65.19	66.19	68.24	69.43	71.36	73.54	74.48	73.68	71.20	68.86	67.51	65.42	62.31	57.88	53.83	49.76	45.92	42.38	38.85
"AZE"	34.08	42.52	52.45	64.05	71.16	74.86	73.55	67.23	58.00	51.04	46.64	43.24	37.47	31.12	26.43	22.47	19.50	16.77	14.05
"BDI"	0.20	0.26	0.35	0.51	0.77	1.12	1.54	1.98	2.37	2.66	2.83	2.86	2.73	2.51	2.26	1.99	1.71	1.45	1.19
"BEL"	134.71	137.41	141.76	144.17	148.06	152.55	154.54	152.87	147.62	142.70	139.90	135.61	129.25	120.20	111.95	103.66	95.86	88.69	81.54
"BEN"	4.51	5.83	8.01	11.60	17.37	25.19	33.95	42.49	49.39	53.81	55.60	54.30	50.03	44.46	38.57	32.83	27.28	22.23	17.68
"BFA"	1.70	2.38	3.48	5.32	8.32	12.53	17.45	22.47	26.80	29.93	31.67	31.66	29.86	27.16	24.11	21.00	17.85	14.87	12.08
"BGD"	55.91	68.21	85.19	107.45	136.00	166.93	191.01	203.14	203.10	193.59	178.33	157.46	135.12	114.49	95.02	77.90	63.14	51.26	40.46
"BGR"	44.73	45.56	49.32	50.99	52.23	50.94	46.66	40.73	34.76	29.50	26.06	22.26	18.42	14.75	12.17	10.13	8.38	6.96	5.70
"BHR"	30.20	40.59	48.77	58.26	67.94	73.60	75.75	73.91	69.87	66.15	63.21	58.11	51.48	44.69	39.24	33.87	29.15	24.96	20.78
"BHS"	3.61	4.50	5.37	6.32	7.36	8.26	8.75	8.83	8.54	8.07	7.47	6.78	5.99	5.16	4.49	3.81	3.18	2.60	2.09
"BIH"	21.57	21.50	22.84	23.95	24.92	25.20	24.09	21.87	19.25	17.05	15.11	12.90	10.75	8.78	7.16	5.86	4.73	3.87	3.08
"BLR"	61.18	71.01	80.38	92.49	104.68	112.13	108.53	98.16	86.15	77.53	71.03	63.32	53.58	43.42	36.19	30.57	26.13	22.25	18.30
"BLZ"	0.47	0.64	0.85	1.24	1.77	2.43	3.04	3.50	3.74	3.78	3.59	3.31	2.92	2.52	2.20	1.87	1.55	1.27	1.01
"BOL"	13.02	14.89	16.70	18.87	21.39	23.62	24.84	25.04	24.30	23.09	21.52	19.69	17.52	15.17	13.23	11.31	9.49	7.82	6.31
"BRA"	407.62	455.16	525.73	578.98	631.82	682.84	702.41	687.18	644.76	594.66	538.75	466.63	398.31	341.52	286.90	238.04	192.46	154.00	122.23
"BRB"	1.51	2.09	2.64	3.20	3.78	4.27	4.53	4.55	4.38	4.12	3.81	3.45	3.05	2.63	2.29	1.96	1.64	1.35	1.09
"BRN"	7.27	8.45	9.97	11.55	13.10	14.19	14.40	13.78	12.83	11.81	10.66	9.34	8.00	6.75	5.71	4.73	3.87	3.14	2.50
"BTN"	0.33	0.40	0.48	0.56	0.64	0.70	0.72	0.69	0.64	0.59	0.54	0.47	0.40	0.33	0.28	0.23	0.19	0.15	0.12
"BWA"	4.33	5.66	7.37	8.26	9.21	10.06	11.49	13.46	15.63	17.40	18.58	18.96	18.24	16.66	14.75	12.57	10.51	8.60	6.84
"CHE"	43.78	46.76	50.16	52.28	55.45	58.31	59.79	60.87	61.80	62.14	61.85	61.42	60.11	57.29	54.22	50.11	46.35	42.36	38.95
"CHL"	72.42	89.63	106.07	123.86	142.83	158.45	165.94	165.44	158.10	147.44	134.68	120.66	105.25	89.39	76.55	64.32	53.07	43.02	34.29
"CHN"	6814.80	9543.95	12847.92	15475.46	16837.46	16419.59	14643.94	12596.24	10271.77	8144.22	6617.96	5302.82	4206.72	3257.13	2605.37	2029.62	1598.10	1244.69	940.26
"CIV"	6.53	7.94	10.32	14.19	20.30	28.39	37.32	46.08	53.33	58.22	60.58	59.81	55.87	50.47	44.58	38.68	32.79	27.26	22.12
"CMR"	8.32	10.93	15.26	22.38	33.90	49.71	67.76	85.73	100.69	110.83	115.69	114.15	106.24	95.39	83.61	71.90	60.38	49.71	39.93
"COL"	63.54	75.54	86.99	99.87	114.03	125.93	131.78	131.66	126.34	118.56	109.09	98.48	86.52	73.99	63.79	53.96	44.78	36.49	29.19
"COM"	0.15	0.19	0.25	0.36	0.52	0.75	1.00	1.24	1.44	1.58	1.65	1.63	1.53	1.39	1.24	1.08	0.91	0.76	0.62
"CRI"	6.91	8.59	10.21	11.97	13.87	15.45	16.23	16.21	15.50	14.41	13.10	11.68	10.13	8.53	7.24	6.02	4.92	3.94	3.11
"CYP"	9.23	10.01	11.03	11.78	12.49	12.84	12.48	11.67	10.89	10.26	9.81	9.53	8.86	7.97	7.11	6.35	5.75	5.27	4.81
"CZE"	92.06	97.85	105.59	110.14	113.67	114.04	108.65	99.97	91.98	85.59	80.70	77.38	71.14	63.36	56.05	49.51	44.28	40.16	36.26
"DEU"	758.80	768.00	785.28	788.28	796.41	805.01	798.06	770.95	725.76	683.24	651.99	615.23	571.03	517.40	469.81	424.53	383.67	347.46	312.94
"DJI"	1.16	1.43	1.87	2.57	3.62	4.93	6.27	7.43	8.22	8.54	8.44	7.92	7.04	6.06	5.11	4.24	3.45	2.76	2.16
"DNK"	48.80	49.52	51.06	52.01	53.57	55.37	56.25	55.83	54.17	52.71	52.06	50.84	48.77	45.60	42.67	39.66	36.79	34.12	31.44
"DOM"	18.09	21.44	24.64	28.24	32.20	35.57	37.27	37.25	35.76	33.59	30.94	27.98	24.62	21.16	18.35	15.57	12.96	10.59	8.50
"ECU"	30.44	35.99	41.40	47.65	54.73	60.94	64.40	65.03	63.10	59.85	55.65	50.73	44.98	38.80	33.71	28.72	23.99	19.65	15.79
"EGY"	184.88	222.86	293.07	369.64	456.53	537.07	583.98	596.85	577.41	548.99	514.80	471.54	411.08	347.79	294.30	249.91	209.67	175.57	142.13
"ESP"	327.66	333.98	343.57	347.28	354.21	362.66	365.18	358.72	343.15	327.54	315.96	300.62	280.95	256.45	234.95	214.51	195.92	179.17	162.81
"EST"	5.23	5.37	5.61	5.68	5.71	5.60	5.21	4.69	4.23	3.86	3.57	3.37	3.05	2.69	2.36	2.06	1.83	1.64	1.47
"ETH"	6.98	9.09	12.58	18.23	27.20	39.16	52.31	64.84	74.65	80.56	82.49	79.86	72.95	64.32	55.38	46.80	38.63	31.28	24.74
"FIN"	50.93	52.18	54.13	55.24	56.81	58.46	59.03	58.22	56.15	54.31	53.31	51.72	49.27	45.76	42.55	39.33	36.31	33.53	30.76
"FJI"	1.36	1.60	1.94	2.36	2.90	3.46	3.86	4.00	3.89	3.62	3.26	2.82	2.37	2.00	1.65	1.35	1.09	0.88	0.70
"FRA"	386.10	395.09	409.78	418.65	432.24	447.70	455.58	452.51	438.94	426.68	420.72	410.03	392.67	366.82	343.21	319.13	296.31	275.27	254.06
"GAB"	4.27	5.55	7.35	8.48	9.78	11.07	13.11	15.90	19.07	21.89	24.11	25.38	25.22	23.81	21.79	19.18	16.56	13.98	11.46
"GBR"	516.75	529.94	551.52	565.61	585.50	607.59	619.80	617.64	600.97	585.23	577.38	562.48	538.00	501.56	467.91	433.68	401.22	371.23	341.03
"GEO"	6.53	7.29	8.12	9.06	9.29	9.17	8.57	7.55	6.35	5.52	5.01	4.63	4.01	3.34	2.86	2.45	2.15	1.86	1.58
"GHA"	7.51	9.77	13.44	19.36	28.72	41.16	54.67	67.20	76.48	81.41	82.09	78.22	70.31	60.98	51.66	42.97	34.93	27.87	21.73
"GIN"	1.44	2.03	2.79	3.68	4.67	5.56	6.15	6.34	6.32	6.17	5.88	5.43	4.86	4.26	3.72	3.18	2.68	2.23	1.81
"GMB"	0.44	0.61	0.90	1.37	2.16	3.28	4.60	5.96	7.14	7.97	8.41	8.36	7.83	7.05	6.19	5.33	4.47	3.67	2.93
"GNB"	0.41	0.49	0.62	0.82	1.13	1.52	1.92	2.29	2.58	2.75	2.81	2.74	2.52	2.26	1.98	1.70	1.44	1.19	0.96
"GNQ"	5.41	8.79	13.27	16.68	20.30	23.87	29.03	35.96	43.89	51.14	56.98	60.50	60.49	57.31	52.54	46.26	39.89	33.58	27.42
"GRC"	99.91	99.95	101.14	101.00	101.90	103.26	102.96	100.25	95.21	90.41	86.95	82.61	77.17	70.45	64.54	58.90	53.75	49.10	44.56
"GTM"	11.72	14.33	18.06	25.40	35.77	48.64	60.82	70.75	76.53	78.81	76.39	72.08	65.21	57.44	51.33	44.58	37.93	31.68	25.79
"HND"	7.21	8.25	9.84	13.17	17.75	23.21	28.00	31.49	32.97	32.88	30.90	28.28	24.83	21.23	18.43	15.56	12.89	10.49	8.33
"HRV"	20.06	20.42	22.07	23.43	24.61	25.10	24.20	22.17	19.68	17.58	15.72	13.55	11.43	9.47	7.85	6.53	5.37	4.46	3.60
"HUN"	51.88	52.73	54.69	55.02	55.01	53.57	49.61	44.46	39.96	36.42	33.71	31.74	28.66	25.08	21.83	19.00	16.76	14.99	13.36
"IDN"	405.60	508.38	655.06	856.04	1055.90	1240.63	1306.16	1255.94	1165.32	1055.43	938.61	808.27	672.70	559.96	464.82	384.61	316.41	257.60	206.21
"IND"	1642.50	2217.81	3014.07	4016.92	5156.62	6255.75	6873.87	6917.36	6518.81	5949.50	5281.19	4517.26	3760.81	3017.78	2445.48	1964.77	1553.92	1222.42	943.33
"IRL"	38.95	40.32	42.30	43.66	45.47	47.55	48.95	49.21	48.26	47.29	46.86	45.80	43.92	41.06	38.45	35.81	33.29	30.92	28.50
"IRN"	562.17	649.24	822.26	956.65	1162.92	1360.88	1453.48	1501.77	1470.44	1420.04	1369.66	1298.68	1168.35	1020.34	890.86	765.36	656.42	552.50	448.97
"IRQ"	112.31	144.74	201.24	256.09	337.24	425.28	486.59	535.48	556.28	568.64	579.89	581.04	551.83	507.80	465.65	418.27	373.07	324.98	272.35
"ISL"	3.32	3.50	3.70	3.79	3.95	4.08	4.10	4.09	4.06	3.99	3.88	3.77	3.62	3.39	3.16	2.89	2.64	2.40	2.19
"ISR"	66.86	82.86	93.50	107.59	123.03	132.13	135.98	133.47	127.46	122.43	119.28	112.49	102.83	92.50	84.35	75.59	67.29	59.41	50.88
"ITA"	407.16	411.53	420.41	422.36	428.59	436.43	436.90	426.95	407.04	388.06	374.62	357.23	334.98	307.00	282.42	258.70	236.86	217.08	197.72
"JAM"	9.28	10.65	11.88	13.23	14.65	15.69	15.91	15.37	14.25	12.92	11.50	10.05	8.57	7.14	6.01	4.96	4.02	3.21	2.54
"JOR"	19.63	23.81	29.75	35.07	43.38	51.78	56.52	59.76	59.88	59.22	58.53	56.90	52.55	47.15	42.28	37.21	32.56	27.84	22.92
"JPN"	1103.20	1090.76	1062.64	1055.97	1046.47	1011.49	946.73	893.87	827.70	773.21	714.05	644.90	572.49	504.18	443.10	390.81	345.48	305.33	268.59
"KAZ"	173.08	216.10	267.19	327.93	366.98	390.74	390.84	365.62	324.03	293.62	276.42	264.21	236.26	202.88	178.27	156.42	139.78	123.39	106.06
"KEN"	11.73	15.72	22.23	32.92	50.25	74.13	101.43	128.53	150.98	165.95	172.85	170.10	157.83	141.22	123.32	105.65	88.35	72.42	57.91
"KGZ"	8.30	10.13	12.47	15.30	17.14	18.29	18.40	17.36	15.54	14.20	13.47	12.95	11.65	10.07	8.90	7.86	7.06	6.27	5.42
"KHM"	4.07	5.32	7.38	9.29	11.48	13.41	14.52	14.79	13.99	12.83	11.52	10.56	9.08	7.52	6.22	5.10	4.19	3.43	2.71
"KOR"	524.04	598.79	678.67	739.35	765.96	763.02	729.58	686.46	632.77	588.97	525.74	477.69	441.71	392.05	352.97	314.04	274.86	239.28	210.21
"KWT"	82.22	109.68	127.66	151.20	177.19	194.31	203.83	203.86	198.32	193.75	191.38	182.23	167.77	151.85	139.31	125.52	112.27	99.44	85.34
"LAO"	1.45	1.87	2.56	3.19	3.93	4.58	4.97	5.06	4.81	4.43	4.00	3.69	3.19	2.66	2.21	1.82	1.50	1.23	0.98
"LBN"	19.82	23.85	28.27	32.26	38.58	44.35	46.49	47.24	45.59	43.54	41.60	39.09	34.84	30.13	26.02	22.07	18.68	15.53	12.51
"LBR"	0.55	0.70	0.95	1.37	2.06	3.01	4.09	5.15	6.02	6.60	6.85	6.72	6.22	5.55	4.83	4.13	3.44	2.81	2.24
"LKA"	12.84	15.85	19.51	23.21	26.71	29.12	29.63	28.30	26.23	24.04	21.59	18.82	16.03	13.41	11.26	9.30	7.60	6.16	4.91
"LSO"	0.23	0.30	0.41	0.58	0.84	1.17	1.51	1.81	2.03	2.14	2.15	2.04	1.84	1.60	1.37	1.15	0.94	0.76	0.60
"LTU"	13.40	13.67	14.91	15.61	16.26	16.16	15.11	13.53	11.89	10.40	9.47	8.32	7.07	5.81	4.92	4.19	3.53	2.98	2.48
"LUX"	11.42	12.25	13.26	14.09	15.06	16.08	16.77	16.97	16.66	16.33	16.18	15.81	15.15	14.12	13.15	12.16	11.21	10.34	9.46
"LVA"	7.91	7.82	8.28	8.43	8.57	8.34	7.68	6.80	5.92	5.14	4.66	4.08	3.46	2.85	2.42	2.06	1.74	1.47	1.22
"MAR"	41.89	52.83	71.14	90.96	112.73	132.02	142.17	143.56	137.12	128.70	119.09	107.62	92.63	77.53	65.05	54.89	45.82	38.21	30.83
"MDA"	6.62	6.95	7.29	7.90	8.47	8.65	8.04	7.03	5.99	5.31	4.80	4.22	3.53	2.82	2.33	1.95	1.66	1.41	1.16
"MDG"	1.86	2.38	3.26	4.73	7.13	10.46	14.30	18.19	21.52	23.89	25.14	25.03	23.50	21.29	18.83	16.34	13.85	11.51	9.33
"MDV"	1.06	1.42	1.86	2.34	2.82	3.21	3.39	3.36	3.21	3.02	2.78	2.47	2.13	1.81	1.53	1.27	1.03	0.84	0.66
"MEX"	421.17	487.34	550.87	626.37	714.44	796.04	832.29	841.52	829.26	783.71	719.62	652.35	572.44	498.34	430.09	363.97	302.11	248.19	196.99
"MKD"	8.40	8.59	9.32	9.93	10.46	10.69	10.31	9.45	8.39	7.48	6.66	5.71	4.77	3.92	3.21	2.65	2.15	1.77	1.42
"MLI"	0.70	1.01	1.52	2.40	3.89	6.07	8.73	11.58	14.18	16.17	17.41	17.66	16.85	15.46	13.81	12.08	10.29	8.58	6.97
"MLT"	6.68	6.75	6.97	6.99	6.98	6.80	6.31	5.67	5.12	4.70	4.39	4.18	3.83	3.39	2.98	2.62	2.34	2.12	1.91
"MNE"	1.55	1.68	1.90	2.10	2.28	2.38	2.34	2.18	1.96	1.77	1.60	1.39	1.18	0.98	0.82	0.68	0.56	0.46	0.38
"MNG"	7.67	10.28	14.41	18.11	22.13	25.36	26.90	26.73	24.65	22.02	19.24	17.10	14.29	11.53	9.29	7.43	5.95	4.74	3.64
"MOZ"	2.54	3.53	5.12	7.75	12.08	18.14	25.21	32.45	38.76	43.39	46.05	46.17	43.64	39.78	35.39	30.88	26.30	21.94	17.85
"MRT"	1.89	2.52	3.56	5.24	7.94	11.60	15.70	19.70	22.93	25.01	25.88	25.34	23.43	20.92	18.24	15.62	13.07	10.72	8.59
"MUS"	4.48	5.31	6.43	6.78	7.17	7.46	8.11	9.01	9.91	10.50	10.73	10.49	9.74	8.69	7.56	6.33	5.22	4.23	3.35
"MWI"	0.96	1.34	1.97	3.02	4.75	7.21	10.10	13.10	15.73	17.68	18.82	18.92	17.93	16.39	14.63	12.80	10.94	9.17	7.49
"MYS"	175.13	210.50	256.27	305.79	355.61	393.15	405.93	394.24	372.11	346.55	315.87	278.56	239.02	201.36	169.75	140.26	114.54	92.62	73.63
"NAM"	3.31	4.33	5.73	6.56	7.47	8.31	9.63	11.40	13.32	14.92	16.01	16.43	15.91	14.64	13.07	11.24	9.49	7.84	6.31
"NER"	1.21	1.64	2.40	3.72	6.00	9.41	13.77	18.73	23.65	27.93	31.20	32.85	32.53	30.98	28.71	26.04	22.99	19.84	16.66
"NGA"	79.13	101.98	140.78	205.88	313.43	464.99	644.04	830.00	993.77	1114.98	1186.09	1192.39	1130.16	1032.67	920.24	803.89	684.97	571.63	464.92
"NLD"	222.91	226.45	233.04	236.19	241.45	247.11	247.94	242.40	231.20	220.96	214.35	205.78	194.35	179.18	165.48	151.97	139.45	128.13	117.07
"NOR"	44.70	50.41	56.48	60.58	65.61	70.06	72.62	74.47	75.96	76.63	76.46	76.11	74.70	71.46	67.95	63.15	58.78	54.11	50.16
"NPL"	3.28	4.09	5.20	6.67	8.55	10.62	12.28	13.19	13.30	12.80	11.91	10.62	9.22	7.89	6.61	5.47	4.46	3.65	2.91
"NZL"	37.41	42.79	48.46	53.02	57.53	62.22	65.62	68.09	67.63	66.60	66.87	65.87	63.03	58.81	54.24	48.98	44.16	40.11	36.06
"OMN"	46.07	67.91	88.41	106.61	123.78	133.80	133.22	125.09	113.98	101.93	93.95	82.72	69.40	55.51	45.10	36.54	29.51	24.12	19.48
"PAK"	138.95	156.36	183.83	234.52	307.73	402.12	492.27	558.96	587.05	587.64	560.17	517.94	463.00	393.09	328.58	271.91	221.71	180.40	143.50
"PAN"	15.86	20.71	25.62	31.12	37.21	42.69	46.11	47.28	46.36	44.17	41.13	37.58	33.36	28.78	25.00	21.30	17.78	14.55	11.67
"PER"	37.11	44.84	52.47	61.08	70.61	78.83	83.30	83.95	81.17	76.66	70.91	64.28	56.65	48.55	41.93	35.50	29.49	24.03	19.23
"PHL"	69.30	85.24	107.74	138.32	178.93	225.04	264.31	289.30	298.02	292.09	276.55	250.86	221.04	192.86	164.87	138.65	115.17	95.70	77.20
"POL"	286.76	314.75	347.94	369.01	384.44	385.97	364.91	331.20	299.68	274.16	254.01	238.81	214.57	186.39	160.90	139.04	122.02	108.80	96.71
"PRT"	57.04	56.96	57.58	57.33	57.68	58.22	57.73	55.80	52.54	49.46	47.12	44.31	40.91	36.83	33.25	29.89	26.86	24.18	21.65
"PRY"	4.09	4.75	5.40	6.16	7.03	7.78	8.20	8.28	8.04	7.65	7.14	6.54	5.82	5.04	4.40	3.77	3.16	2.61	2.10
"QAT"	68.41	106.28	130.52	156.64	182.91	197.56	202.13	195.63	182.80	170.20	159.00	142.14	121.92	102.21	86.76	72.76	61.23	51.57	42.34
"ROU"	81.14	83.81	92.19	96.87	100.98	100.29	93.50	83.02	72.03	62.09	55.64	48.07	40.14	32.37	26.85	22.45	18.63	15.51	12.71
"RUS"	1479.80	1628.37	1762.66	1891.96	2035.00	2041.69	1855.95	1602.79	1351.74	1193.54	1123.01	1020.77	867.70	713.66	607.07	530.05	471.54	416.69	347.39
"RWA"	0.77	1.04	1.50	2.25	3.45	5.10	6.97	8.80	10.28	11.22	11.60	11.31	10.39	9.20	7.95	6.74	5.58	4.52	3.58
"SAU"	437.42	599.77	725.16	869.09	1014.55	1099.21	1133.35	1110.21	1054.54	1002.85	961.88	888.16	792.26	694.53	617.14	538.93	467.83	402.86	336.67
"SDN"	18.09	25.72	35.73	47.35	60.12	71.78	79.34	81.74	81.30	79.43	75.72	69.90	62.72	54.99	48.12	41.29	34.91	29.16	23.88
"SEN"	5.90	7.81	10.97	16.15	24.53	36.08	49.35	62.72	74.05	81.96	86.09	85.55	80.28	72.74	64.38	55.91	47.42	39.44	32.02
"SGP"	192.35	235.82	289.97	343.78	396.76	434.65	444.00	426.30	397.85	366.31	330.17	288.18	244.94	204.44	170.68	139.50	112.51	89.67	70.14
"SLE"	1.40	2.09	3.14	4.78	7.36	10.79	14.54	18.04	20.70	22.25	22.68	21.88	19.94	17.56	15.13	12.80	10.60	8.61	6.84
"SLV"	5.93	6.38	6.71	7.08	7.49	7.71	7.58	7.18	6.57	5.90	5.22	4.56	3.89	3.23	2.71	2.24	1.82	1.45	1.15
"SRB"	49.70	48.61	50.57	51.84	52.63	51.94	48.48	43.05	37.09	32.18	27.93	23.35	19.08	15.31	12.31	9.96	7.98	6.48	5.13
"STP"	0.13	0.17	0.24	0.34	0.52	0.75	1.02	1.27	1.48	1.61	1.66	1.61	1.48	1.32	1.15	0.98	0.82	0.66	0.53
"SUR"	2.05	2.59	3.10	3.64	4.22	4.68	4.89	4.85	4.60	4.28	3.91	3.49	3.04	2.58	2.20	1.84	1.52	1.23	0.97
"SVK"	35.31	37.25	39.97	41.40	42.36	41.97	39.31	35.44	31.90	29.03	26.77	25.06	22.46	19.49	16.81	14.52	12.73	11.33	10.05
"SVN"	16.14	17.12	18.44	19.17	19.72	19.70	18.64	16.99	15.45	14.21	13.25	12.58	11.46	10.11	8.86	7.75	6.87	6.18	5.53
"SWE"	51.84	53.93	56.94	59.26	62.16	65.30	67.48	68.19	67.35	66.59	66.68	65.91	63.93	60.41	57.09	53.55	50.09	46.82	43.45
"SWZ"	0.98	1.13	1.32	1.51	1.71	1.85	1.90	1.84	1.74	1.63	1.49	1.33	1.15	0.98	0.84	0.70	0.58	0.47	0.38
"SYR"	61.74	67.12	87.27	101.97	125.52	149.24	162.16	170.52	170.01	167.36	164.69	159.37	146.27	130.15	115.51	100.52	86.97	73.59	60.00
"TGO"	1.33	1.69	2.17	2.72	3.32	3.88	4.24	4.36	4.36	4.29	4.13	3.87	3.52	3.14	2.79	2.44	2.10	1.78	1.48
